Age,Gender,CarValue,CustomerIncome,InterestRate,LoanAmount,LoanToCarRatio,Default,NumberPaymentsLeft,OutstandingAmount
0.1,1,0.00547445255474453,1.080000000108e-06,0.425474254742547,0.00484555106925061,0.507835489817318,0,0.576271186440678,0.00891679846852903
0.128571428571429,1,0.0166496350364964,2.520000000252e-06,0.349593495934959,0.0134312415946007,0.504846359291216,0,0.593220338983051,0.019763178370336
0.2,1,0.0145985401459854,2.520000000252e-06,0.401084010840108,0.00865044659463192,0.371283820377229,0,0.508474576271186,0.0148857017935569
0.3,1,0.0124318734793187,1.7730000001773e-06,0.35230352303523,0.00704014196413504,0.356191022250457,0,0.457627118644068,0.0112027083914015
0.128571428571429,1,0.00919343065693431,1.3950000001395e-06,0.403794037940379,0.00791944203986482,0.519118909593553,1,0.627118644067797,0.0138427857917719
0.2,1,0.0113229927007299,1.6110000001611e-06,0.401084010840108,0.00721485012300666,0.39761284544137,0,0.745762711864407,0.0160006539410519
0.385714285714286,1,0.0130778588807786,2.70000000027e-06,0.365853658536585,0.0070642903202599,0.340328584320717,0,0.644067796610169,0.0128319235981762
0.114285714285714,0,0.0072992700729927,1.52190000015219e-06,0.43360433604336,0.00540374731107577,0.448204889724027,0,0.711864406779661,0.0123493385188951
0.2,1,0.00608272506082725,1.350000000135e-06,0.560975609756098,0.00247621616934495,0.28539056861631,0,0.542372881355932,0.00744690550475912
0.628571428571429,1,0.0112360097323601,2.520000000252e-06,0.376693766937669,0.00961822691633128,0.52345537718259,0,0.694915254237288,0.0178004445541574
0.385714285714286,1,0.0328467153284672,2.70000000027e-06,0.409214092140921,0.0152970097846964,0.282896230164644,0,0.576271186440678,0.0223639672698456
0.471428571428571,0,0.0115571776155718,2.2320000002232e-06,0.444444444444444,0.00873803666121937,0.4665389491161,0,0.796610169491525,0.0205021144130147
0.142857142857143,0,0.00669099756690998,1.63980000016398e-06,0.422764227642276,0.00621800454832675,0.539459576251013,0,0.610169491525424,0.0111834544240923
0.557142857142857,1,0.0225060827250608,2.0880000002088e-06,0.390243902439024,0.0096785022169111,0.263879995719548,0,0.779661016949153,0.0209183007694468
0.328571428571429,0,0.0106873479318735,1.7370000001737e-06,0.409214092140921,0.0103504860863349,0.585585972521345,0,0.576271186440678,0.0159314148243768
0.128571428571429,1,0.0090632603406326,2.70000000027e-06,0.40650406504065,0.0076369564578135,0.50835207155011,0,0.576271186440678,0.0123755380802674
0.357142857142857,1,0.00961800486618005,2.70000000027e-06,0.531165311653116,0.0102156268971201,0.631730601810163,0,0.677966101694915,0.0175713266796566
0.285714285714286,1,0.0193430656934307,2.610000000261e-06,0.414634146341463,0.0116435164465779,0.376729982807381,0,0.779661016949153,0.0240865974644101
0.214285714285714,1,0.0114963503649635,1.620000000162e-06,0.371273712737127,0.00922682280867081,0.493337997012289,0,0.610169491525424,0.0147168248415496
0.457142857142857,1,0.0145985401459854,3.150000000315e-06,0.493224932249323,0.0108503546683761,0.463149962304894,0,0.728813559322034,0.0225118412079638
0.314285714285714,1,0.00851581508515815,1.31580000013158e-06,0.368563685636856,0.0069284513362889,0.490585187691726,0,0.627118644067797,0.0123391116556283
0.414285714285714,0,0.0111301703163017,2.250000000225e-06,0.533875338753388,0.00763612602201405,0.425604104918059,0,0.593220338983051,0.0143975660209974
0.142857142857143,1,0.00950121654501217,2.2680000002268e-06,0.395663956639566,0.0101306655481712,0.633155131130995,1,0.440677966101695,0.012016969076459
0.285714285714286,0,0.00881995133819951,1.80000000018e-06,0.376693766937669,0.00758223133606593,0.516547241917429,0,0.610169491525424,0.0127144122413891
0.142857142857143,1,0.0125900243309002,1.4670000001467e-06,0.390243902439024,0.00779050343969495,0.387123325015254,0,0.593220338983051,0.0127968848468567
0.457142857142857,1,0.0072992700729927,1.620000000162e-06,0.436314363143631,0.00295019785700486,0.277441601255074,0,0.372881355932203,0.00510248202357751
0.228571428571429,1,0.0145377128953771,2.250000000225e-06,0.395663956639566,0.00783017317860367,0.338434891389757,0,0.355932203389831,0.00952517035225834
0.442857142857143,1,0.0121654501216545,4.50000000045e-06,0.457994579945799,0.0098037845098201,0.496752598067232,0,0.677966101694915,0.0187995982541191
0.114285714285714,1,0.00993613138686131,1.7550000001755e-06,0.411924119241192,0.00837635498594909,0.511828330759314,0,0.694915254237288,0.0163962058843203
0.0714285714285714,0,0.0115085158150852,1.52820000015282e-06,0.382113821138211,0.00885735654457552,0.474301687610424,0,0.677966101694915,0.0163489816266632
0.542857142857143,1,0.0115571776155718,1.8090000001809e-06,0.417344173441734,0.00833060932468041,0.446122399241805,0,0.508474576271186,0.0106347741755007
0.414285714285714,1,0.011712895377129,2.3850000002385e-06,0.463414634146341,0.0114969116690054,0.597816623841177,0,0.423728813559322,0.0134351278442831
0.571428571428571,1,0.0116666666666667,6.030000000603e-07,0.371273712737127,0.0096484691178909,0.507906680245437,0,0.559322033898305,0.0141650873751758
0.114285714285714,0,0.0093205596107056,1.80000000018e-06,0.409214092140921,0.00935973435708981,0.597837014644332,0,0.576271186440678,0.0146620551102172
0.0857142857142857,1,0.0163625304136253,1.890000000189e-06,0.384823848238482,0.0110476040809981,0.422515953556244,1,0.745762711864407,0.0215472275642224
0.7,0,0.00942822384428224,5.5980000005598e-07,0.373983739837398,0.00810898453031931,0.519352308097347,1,0.76271186440678,0.0167134337871495
0.114285714285714,1,0.0097323600973236,1.620000000162e-06,0.444444444444444,0.0086058599588675,0.533955618422991,0,0.779661016949153,0.0192106747926503
0.5,1,0.00805535279805353,2.250000000225e-06,0.401084010840108,0.00502019351018127,0.388918387053551,0,0.254237288135593,0.00689273961007608
0.342857142857143,1,0.00991484184914842,2.610000000261e-06,0.436314363143631,0.00989394355046338,0.598017288833888,0,0.372881355932203,0.0123772798993821
0.0571428571428571,0,0.0161611922141119,2.2410000002241e-06,0.455284552845528,0.0133411064513905,0.51587397867226,1,0.796610169491525,0.0274040545862983
0.414285714285714,1,0.0118613138686131,5.670000000567e-06,0.409214092140921,0.00901826991020313,0.469530170814717,0,0.525423728813559,0.015977836833396
0.228571428571429,0,0.0105754257907543,1.710000000171e-06,0.368563685636856,0.00810974924817779,0.470811954783602,0,0.644067796610169,0.0147931830114528
0.128571428571429,1,0.0109489051094891,2.250000000225e-06,0.360433604336043,0.00850924263693501,0.477495525513902,0,0.644067796610169,0.0122955228129699
0.414285714285714,1,0.0145985401459854,1.7550000001755e-06,0.463414634146341,0.00443501706641158,0.195251353476421,0,0.457627118644068,0.00847254786470142
0.6,1,0.0127737226277372,1.620000000162e-06,0.384823848238482,0.0112738410799432,0.54348771115548,0,0.525423728813559,0.015366566736119
0.157142857142857,1,0.0103406326034063,1.6110000001611e-06,0.368563685636856,0.00862632811029841,0.508244339491451,0,0.559322033898305,0.0133251691886364
0.457142857142857,1,0.0279805352798054,5.40000000054e-06,0.341463414634146,0.0130283368472716,0.284538629873243,0,0.813559322033898,0.0228083190581861
0.214285714285714,1,0.00912408759124088,1.80000000018e-06,0.441734417344173,0.0100973704495359,0.652313933545116,0,0.745762711864407,0.0179709332309057
0.385714285714286,1,0.0206812652068127,6.750000000675e-06,0.37940379403794,0.0166912577227393,0.509534099704251,0,0.677966101694915,0.0279134029692379
0.342857142857143,0,0.0115571776155718,1.080000000108e-06,0.392953929539295,0.00259089397632579,0.158500106468299,0,0.508474576271186,0.00511885223226948
0.128571428571429,1,0.00821167883211679,1.620000000162e-06,0.466124661246612,0.00850597466296166,0.606641251356256,0,0.508474576271186,0.0125159099095017
0.214285714285714,1,0.00961070559610706,2.28240000022824e-06,0.384823848238482,0.00729033016538207,0.464017122299016,0,0.440677966101695,0.011205180184502
0.3,1,0.00967153284671533,1.440000000144e-06,0.436314363143631,0.00762785153581096,0.480826765576562,0,0.728813559322034,0.0162648828415242
0.2,1,0.0316301703163017,1.0350000001035e-05,0.428184281842818,0.0246580585006055,0.497709126122574,0,0.728813559322034,0.0443160918898481
0.428571428571429,0,0.0127737226277372,4.50000000045e-06,0.382113821138211,0.0049075111388624,0.24809649543579,0,0.457627118644068,0.00865589420205152
0.142857142857143,0,0.0164233576642336,2.2050000002205e-06,0.311653116531165,0.0221778454855783,0.843519097229958,0,0.76271186440678,0.0329911742892755
0.0571428571428571,1,0.0118613138686131,1.78650000017865e-06,0.327913279132791,0.0093157511315106,0.484144927203811,0,0.677966101694915,0.0170785364195043
0.414285714285714,0,0.0114963503649635,1.440000000144e-06,0.390243902439024,0.00800814931144864,0.43202391697208,1,0.711864406779661,0.0156582238670488
0.171428571428571,1,0.0115571776155718,1.440000000144e-06,0.387533875338753,0.00584324500280478,0.32147833837806,0,0.76271186440678,0.0138090335292591
0.1,1,0.0158150851581509,2.340000000234e-06,0.452574525745257,0.0126717333765303,0.500318140014225,1,0.779661016949153,0.0256685378212712
0.614285714285714,1,0.0108272506082725,1.710000000171e-06,0.373983739837398,0.00748816506511447,0.428458987258129,0,0.745762711864407,0.0161668495034677
0.5,1,0.0174574209245742,2.37690000023769e-06,0.365853658536585,0.0132178733633679,0.474643894445632,0,0.76271186440678,0.0210364553706372
0.157142857142857,0,0.00736009732360097,1.170000000117e-06,0.395663956639566,0.00553649157746322,0.454457558415484,0,0.644067796610169,0.0109478968780928
0.657142857142857,1,0.00851581508515815,1.440000000144e-06,0.346883468834688,0.00701595776186057,0.49606646969523,0,0.644067796610169,0.0125723202754358
0.371428571428571,1,0.0147810218978102,2.070000000207e-06,0.425474254742547,0.00247208788778081,0.111337400992197,0,0.338983050847458,0.00587397779701006
0.185714285714286,1,0.012463503649635,1.530000000153e-06,0.32520325203252,0.00851550376440132,0.425102019187157,1,0.677966101694915,0.0134449861068243
0.0857142857142857,1,0.00827372262773723,1.980000000198e-06,0.495934959349593,0.00649179743909611,0.474325475633353,0,0.542372881355932,0.0134510644050627
0.471428571428571,1,0.00867092457420925,1.4220000001422e-06,0.417344173441734,0.00739568797346267,0.512262072421823,0,0.593220338983051,0.0125517870467851
0.528571428571429,0,0.0104452554744526,1.80000000018e-06,0.363143631436314,0.0047764934620148,0.295717638468577,0,0.728813559322034,0.0111936017852417
0.571428571428571,0,0.00912408759124088,4.84110000048411e-06,0.395663956639566,0.00871780748411923,0.570014958267774,0,0.728813559322034,0.0180463662852625
